tichet,single,card,male,age,fc,gomi,goshuin
0,1,0,1,0,3.961643836,0,0
0,0,0,1,1,2.931506849,0,0
0,0,0,1,1,3.01369863,0,0
0,1,0,1,0,2.739726027,0,0
0,0,1,1,0,3.287671233,0,0
0,1,0,1,1,0.493150685,0,0
0,0,1,1,1,1.095890411,1,1
0,0,0,1,1,1.671232877,0,0
0,0,1,1,1,0.821917808,0,1
0,1,0,1,1,0.057534247,0,0
0,1,1,1,0,1.868493151,0,0
0,0,0,1,1,0.082191781,0,0
0,0,1,1,1,0.961643836,0,0
0,0,0,1,1,0,1,0
0,0,1,1,0,2.660273973,0,0
0,0,0,0,1,1.643835616,0,0
0,0,0,1,0,1.369863014,0,0
0,1,1,1,0,0.005479452,0,0
0,0,1,0,1,2.849315068,0,0
0,0,1,1,0,2.739726027,0,0
0,1,1,1,0,3.97260274,1,0
0,1,1,1,1,1.298630137,0,0
0,0,1,0,0,1.01369863,0,0
0,1,1,1,0,0.98630137,0,1
0,0,1,1,0,2.191780822,0,0
0,1,0,0,0,2.136986301,0,0
0,0,0,0,1,0,0,0
0,1,0,0,1,1.882191781,0,0
0,1,1,1,0,2.191780822,0,0
0,0,1,1,1,1,1,0
0,1,0,1,0,3.835616438,0,0
0,1,0,1,0,1.493150685,0,1
0,1,0,1,0,1,0,0
0,1,0,1,0,3.961643836,1,0
0,0,1,1,0,1.479452055,0,0
0,0,1,0,1,2.97260274,0,0
0,1,1,1,0,2.98630137,0,0
0,0,1,0,1,0.054794521,0,0
0,1,0,1,0,4.109589041,1,1
0,1,1,1,0,3.04109589,0,0
0,1,0,1,1,0,0,0
0,0,1,0,1,1.643835616,0,0
0,0,0,1,0,0.005479452,0,0
0,1,0,1,1,0.824657534,0,0
0,0,1,1,1,1.095890411,0,0
0,1,0,0,1,0.821917808,0,0
0,1,1,1,0,3.835616438,0,0
0,0,1,0,1,0,0,0
0,0,1,1,1,0.273972603,0,0
0,1,0,1,1,1.04109589,0,0
0,0,0,1,1,0.98630137,0,0
0,0,0,1,1,1,0,1
0,0,1,1,1,2.520547945,0,0
0,0,1,1,0,3.84109589,0,1
0,1,1,1,0,0.876712329,0,1
0,1,1,1,1,2.942465753,0,0
0,0,0,1,1,1.309589041,0,0
0,0,0,0,1,0.98630137,0,1
0,0,1,1,1,0.002739726,0,1
0,1,0,1,0,1.657534247,0,0
0,0,1,1,0,3.287671233,0,0
0,0,0,1,1,1.260273973,0,1
0,0,1,1,0,1.156164384,0,0
0,1,0,1,1,0,0,0
0,1,0,1,1,0.082191781,0,0
0,0,1,1,0,2.652054795,0,0
0,0,0,1,1,0.246575342,0,0
0,1,1,0,0,0,0,0
0,1,0,0,1,3.287671233,1,0
0,0,1,1,1,1.506849315,0,0
0,1,0,1,0,0.547945205,0,0
0,1,1,1,0,3.397260274,0,0
0,1,0,0,1,1.665753425,0,0
0,1,1,1,1,3.01369863,1,1
0,1,1,1,0,3.961643836,0,0
0,1,0,0,1,2.369863014,0,0
0,0,1,1,1,0,0,0
0,1,0,1,0,0,1,1
0,1,0,1,1,1.01369863,1,0
0,1,0,1,0,3.835616438,0,0
0,0,1,1,1,0.328767123,0,0
0,0,1,1,1,1.767123288,0,0
0,1,0,1,1,0.002739726,0,0
0,0,1,0,1,1,0,0
0,0,1,1,0,3.961643836,0,0
0,0,1,1,1,1.095890411,0,1
0,0,1,1,1,3.268493151,0,0
0,1,0,1,1,0.057534247,1,1
0,1,1,1,0,2.739726027,0,0
0,1,0,1,1,1.01369863,0,0
0,1,0,1,1,0,0,0
0,0,1,1,0,1.668493151,0,1
0,0,1,1,1,3.452054795,1,0
0,1,1,1,0,2.739726027,0,1
0,1,1,1,0,0.005479452,0,0
0,0,1,0,1,0.493150685,0,0
0,1,0,1,1,0.076712329,0,0
0,1,1,1,1,2.657534247,0,0
0,0,0,1,1,0.410958904,0,0
0,1,0,1,1,0.657534247,1,1
0,0,1,1,0,2.054794521,0,0
0,1,0,1,0,1.643835616,1,0
0,1,1,1,1,0.939726027,0,0
0,1,1,1,0,3.84109589,0,0
0,1,0,1,1,0.95890411,0,0
0,0,1,1,0,0.273972603,0,0
0,0,0,1,1,0.02739726,0,0
0,1,0,1,1,0.624657534,0,0
0,1,1,1,0,0.005479452,0,1
0,0,1,1,1,3.945205479,0,1
0,0,1,1,0,2.964383562,0,0
0,0,1,1,1,2.739726027,0,0
0,0,1,1,0,2.15890411,0,0
0,0,0,0,1,1,0,0
0,0,1,0,1,3.01369863,0,0
0,1,0,1,0,3.838356164,0,0
0,0,1,1,1,2.884931507,0,0
0,1,0,1,0,4.109589041,0,0
0,0,1,1,1,0,0,1
0,0,1,1,1,1.095890411,0,0
0,1,0,1,1,0.164383562,0,0
0,1,0,1,0,0.002739726,1,0
0,1,0,1,0,3.580821918,0,0
0,1,1,1,0,2.739726027,0,0
0,0,1,1,1,1.493150685,0,0
0,1,1,1,0,0.821917808,0,0
0,1,1,1,0,3.156164384,0,0
0,0,1,0,1,0,1,0
0,1,1,1,1,1.389041096,0,0
0,0,1,1,0,1.780821918,0,0
0,0,1,0,0,2.991780822,0,0
0,0,1,1,1,0,0,0
0,1,0,1,1,0.002739726,0,0
0,0,1,0,1,2.810958904,0,0
0,0,0,1,1,1.271232877,0,0
0,0,1,0,1,2.054794521,1,0
0,1,1,1,0,2.142465753,0,0
0,0,1,1,1,1.493150685,0,0
0,0,1,1,0,3.961643836,0,0
0,0,1,0,1,1.232876712,0,0
0,1,1,1,1,0.824657534,0,0
0,0,0,1,1,0.684931507,0,0
0,1,1,1,0,2.767123288,0,0
0,0,1,0,0,0.328767123,0,0
0,0,1,1,0,1.931506849,0,0
0,1,1,1,0,3.961643836,1,0
0,1,0,1,1,1,1,0
0,0,1,0,0,2.739726027,0,0
0,0,1,1,1,2.868493151,1,0
0,1,1,1,0,3.287671233,0,0
0,0,1,1,1,2.939726027,0,0
0,0,1,0,1,1,0,0
0,0,0,1,0,0.821917808,0,0
0,0,1,1,1,0,0,0
0,0,1,0,0,0,0,0
0,1,0,1,1,1,1,0
0,0,1,1,0,2.191780822,0,0
0,1,1,1,0,0.164383562,1,1
0,0,0,1,1,0.712328767,1,0
0,0,1,1,1,2.342465753,0,0
0,1,1,1,0,2.191780822,0,0
0,0,1,1,1,2.739726027,0,0
0,0,1,1,0,2.383561644,1,0
0,0,1,1,1,1.917808219,0,0
0,1,1,1,0,3.835616438,1,1
0,1,1,1,0,3.961643836,0,0
0,1,1,0,1,2.232876712,0,0
0,0,1,1,0,0.98630137,0,1
0,1,0,1,1,1.095890411,0,0
0,1,0,1,1,0.493150685,0,0
0,0,1,1,1,0,0,0
0,0,1,1,0,2.498630137,0,0
0,0,1,0,1,0,0,0
0,0,1,1,0,3.835616438,0,0
0,0,1,1,1,0.273972603,0,0
0,1,0,1,1,3.843835616,0,0
0,1,1,1,1,0.821917808,0,0
0,0,1,1,0,3.947945205,0,0
0,0,1,1,0,1.232876712,0,0
0,0,1,1,1,2.739726027,0,0
0,1,1,1,0,2.739726027,0,0
0,0,1,1,1,3.287671233,0,0
0,0,1,1,0,3.961643836,0,1
0,0,1,0,1,2.465753425,1,0
0,0,1,1,1,1.410958904,0,0
0,1,1,1,0,3.136986301,0,0
0,0,1,1,0,1.506849315,0,0
0,1,0,1,0,0.493150685,0,1
0,1,0,1,0,2.465753425,1,0
0,1,1,1,1,2.504109589,0,0
0,0,1,1,1,1.917808219,1,0
0,1,0,1,1,0.520547945,0,0
0,0,1,1,0,2.501369863,0,0
0,0,1,1,1,1,0,1
0,0,1,1,1,0.821917808,0,0
0,1,1,1,0,1.668493151,0,0
0,1,1,1,0,3.961643836,0,0
0,1,1,0,0,1.04109589,0,1
0,1,1,1,1,0.164383562,0,0
0,0,1,1,1,1.202739726,0,0
0,1,0,1,1,0.520547945,0,0
0,1,0,1,1,0.273972603,0,0
0,1,1,1,1,3.073972603,0,0
0,1,0,1,1,0.016438356,0,0
0,0,1,1,1,0.008219178,0,0
0,0,1,1,0,3.15890411,0,0
0,1,1,1,0,1,0,0
0,0,0,0,0,0,0,0
0,0,1,1,1,1.095890411,0,0
0,0,1,1,1,1.643835616,0,0
0,1,1,0,0,1.369863014,0,0
0,0,0,1,1,0,0,0
0,1,0,1,1,0.328767123,0,0
0,0,1,1,1,0,0,0
0,0,1,1,1,3.961643836,0,1
0,1,1,1,0,3.452054795,0,0
0,0,1,1,0,0.008219178,1,0
0,1,0,1,0,3.287671233,0,0
0,0,1,0,1,0,0,0
0,0,1,1,1,0.054794521,0,0
0,0,1,1,0,1.095890411,0,0
0,0,1,1,1,1.095890411,0,0
0,1,1,1,1,0,1,0
0,1,0,1,1,0.249315068,0,0
0,0,1,1,1,0.931506849,0,0
0,0,0,1,0,0.010958904,0,0
0,1,0,1,1,1,0,0
0,1,0,1,1,0.049315068,0,0
0,1,0,1,0,3.82739726,0,1
0,0,1,1,0,0.657534247,0,0
0,0,0,0,1,0.821917808,0,0
0,0,1,1,0,0.709589041,0,0
0,0,0,1,0,0.931506849,0,0
0,0,1,0,1,3.287671233,0,0
0,0,1,1,0,2.739726027,1,0
0,1,1,0,0,2.739726027,0,0
0,1,1,1,0,3.835616438,1,1
0,0,1,1,0,0.95890411,0,0
0,1,0,1,0,2.739726027,0,0
0,0,0,1,1,0.082191781,0,0
0,0,0,1,0,0,0,0
0,1,1,1,0,3.835616438,0,0
0,1,0,0,1,0,0,1
0,1,1,1,0,1.917808219,0,0
0,1,1,1,0,0.98630137,0,0
0,1,0,1,1,0,0,0
0,0,1,1,0,1.24109589,0,0
0,0,1,1,0,3.835616438,0,0
0,1,1,1,1,3.561643836,0,1
0,0,1,1,0,0.95890411,0,1
0,0,1,1,1,3.287671233,1,0
0,0,1,1,1,3.95890411,0,0
0,0,1,1,0,1.369863014,0,0
0,1,1,1,1,1.369863014,1,0
0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0
0,0,0,1,1,3.01369863,0,0
0,0,0,1,1,0,0,0
0,1,0,1,1,0.961643836,0,0
0,0,0,0,0,0,0,0
0,0,0,1,1,1.643835616,0,0
0,1,0,1,1,2.191780822,0,0
0,0,0,1,1,1.369863014,0,1
0,1,0,1,0,1.369863014,1,0
0,0,0,0,1,3.287671233,0,0
0,1,0,1,1,1,0,0
0,1,0,1,0,3.276712329,0,0
0,1,0,1,0,3.342465753,0,0
0,0,0,0,0,1.328767123,0,0
0,0,0,1,1,3.01369863,1,0
0,0,0,0,0,2.739726027,0,1
0,0,0,1,0,0.547945205,0,0
0,0,0,1,0,3.964383562,1,0
0,0,0,1,0,0.002739726,0,0
0,0,0,1,1,0.95890411,0,0
0,0,0,0,1,0.95890411,0,0
0,0,0,0,1,0,1,0
0,1,0,1,1,0.164383562,0,0
0,1,0,1,0,0.95890411,1,0
0,0,0,1,1,1.479452055,0,0
0,0,0,1,0,3.964383562,0,1
0,0,0,1,0,1.884931507,0,1
0,1,0,1,0,1.369863014,1,0
0,0,0,1,1,1.095890411,0,1
0,0,0,1,1,1.495890411,0,0
0,1,0,1,0,3.561643836,0,0
0,0,0,1,0,1.246575342,0,0
0,0,0,1,1,0,0,0
0,1,0,1,0,0.567123288,0,0
0,0,0,0,1,0.964383562,0,0
0,0,0,1,1,0.219178082,0,0
0,0,0,1,1,1.854794521,0,1
0,0,0,1,1,0.767123288,1,1
0,0,0,1,1,1.495890411,0,0
0,0,0,1,1,1.495890411,0,0
0,1,0,1,0,2.24109589,0,0
0,0,0,1,1,3.835616438,0,0
0,0,0,0,1,0,0,1
0,0,0,1,0,3.964383562,0,1
0,1,0,1,0,0.506849315,0,0
0,0,0,1,1,1.095890411,0,0
0,0,0,1,0,3.043835616,1,0
0,1,0,1,0,3.964383562,0,0
0,1,0,1,0,3.232876712,1,0
0,0,0,1,0,0.367123288,0,0
0,0,0,1,0,1.369863014,0,0
0,1,0,1,1,0.821917808,0,0
0,1,0,1,1,1.04109589,0,0
0,0,0,1,0,2.465753425,0,0
0,1,0,1,0,2.528767123,1,0
0,0,0,1,1,2.920547945,0,0
0,0,0,1,0,0.008219178,1,0
0,0,0,1,1,3.843835616,0,0
0,0,0,1,1,1.232876712,1,0
0,0,0,1,1,1,0,1
0,0,0,1,1,0.002739726,0,0
0,1,0,0,1,0,0,0
0,0,0,0,0,3.843835616,0,0
0,1,0,0,0,2.520547945,0,0
0,1,0,1,1,0.054794521,0,0
0,1,0,1,0,1.095890411,0,0
0,0,0,1,1,0.821917808,0,0
0,1,0,1,0,0,0,0
0,1,0,1,0,3.835616438,0,0
0,1,0,1,0,0.95890411,0,0
0,0,0,1,1,0.008219178,0,0
0,0,0,0,1,2.465753425,0,0
0,1,0,1,0,1.917808219,0,0
0,1,0,1,0,1.095890411,0,1
0,0,0,1,0,3.424657534,0,0
0,0,0,1,1,1.095890411,1,1
0,1,0,1,0,3.835616438,0,0
0,1,0,1,0,3.843835616,0,0
0,1,0,1,0,2.926027397,1,0
0,1,0,1,1,0.273972603,0,0
0,1,0,1,1,1.97260274,1,0
0,0,0,1,1,1.369863014,1,1
0,1,0,0,0,3.835616438,0,0
0,1,0,1,0,0.98630137,0,1
0,1,0,1,0,2.739726027,0,0
0,0,0,1,1,1.243835616,0,0
0,1,0,1,0,3.287671233,0,1
0,0,0,1,0,0.852054795,0,0
0,0,0,1,0,1.01369863,0,0
0,0,0,1,0,1.095890411,0,0
0,0,0,1,1,1.117808219,1,0
0,1,0,1,0,1.780821918,0,0
0,0,0,1,1,1.643835616,0,0
0,0,0,1,1,0.821917808,0,0
0,0,0,1,1,0.301369863,0,0
0,1,0,1,0,0.904109589,0,0
0,0,0,1,0,4.109589041,0,0
0,1,0,1,0,0.24109589,0,0
0,1,0,1,0,3.287671233,0,0
0,1,0,1,0,3.61369863,0,0
0,0,0,1,0,3.835616438,0,0
0,1,0,1,0,0.005479452,0,0
0,1,0,1,0,3.750684932,0,0
0,1,0,1,1,0.646575342,0,0
0,0,0,1,0,3.287671233,0,0
0,0,0,1,0,1,0,0
0,0,0,1,0,1.095890411,0,0
0,1,0,0,1,2.539726027,0,0
0,1,0,1,0,2.410958904,0,0
0,0,0,1,0,2.860273973,0,0
0,0,0,0,1,0.493150685,0,0
0,1,0,1,0,0.821917808,0,0
0,0,0,1,0,3.843835616,0,0
0,0,0,1,0,0.98630137,0,0
0,0,0,1,1,1.095890411,0,0
0,1,0,1,0,0.493150685,0,0
0,0,0,0,0,2.15890411,1,1
0,1,0,1,1,0.950684932,0,0
0,1,0,1,1,0.821917808,0,0
0,1,0,1,0,0,0,1
0,0,0,0,0,1.030136986,0,0
0,0,0,1,0,1.01369863,0,0
0,0,0,1,1,0,0,0
0,1,0,1,0,3.964383562,0,0
0,0,0,1,1,0.493150685,0,0
0,1,0,0,1,0.032876712,0,0
0,1,0,1,1,0.931506849,0,0
0,1,0,1,1,2.739726027,0,1
0,0,0,1,1,0.005479452,0,1
0,1,0,1,0,2.273972603,0,0
0,1,0,1,0,4,0,0
0,1,0,1,0,0.493150685,0,0
0,1,0,1,0,2.191780822,0,0
0,1,0,1,1,2.739726027,0,0
0,0,0,1,0,3.424657534,1,0
0,1,0,1,0,1.643835616,0,0
0,0,0,0,1,1.97260274,0,0
0,0,0,1,1,0.547945205,0,0
0,0,0,1,1,1,0,0
0,1,0,1,1,1.095890411,1,0
0,0,0,1,0,0.005479452,0,0
0,0,0,1,1,0.98630137,0,0
0,1,0,0,0,0.652054795,0,0
0,0,0,1,0,0.821917808,0,0
0,0,0,1,1,1.860273973,0,0
0,1,0,1,0,2.739726027,0,0
0,0,0,1,0,2.739726027,1,0
0,0,0,1,0,4.109589041,0,0
0,1,0,1,0,0.019178082,0,0
0,0,0,1,0,0,0,0
0,0,0,1,1,1.369863014,0,0
0,1,0,1,0,1.01369863,1,0
0,0,0,1,1,3.964383562,0,0
0,0,0,1,0,0.054794521,0,0
0,1,0,1,1,3,0,0
0,1,0,0,0,1.090410959,0,0
0,0,0,1,0,0.964383562,0,0
0,1,0,1,0,2.739726027,0,0
0,1,0,1,0,0.016438356,0,0
0,0,0,1,1,1.232876712,1,0
0,0,0,1,0,0.95890411,0,0
0,1,0,1,0,2.520547945,0,0
0,0,0,1,1,0.010958904,0,1
0,1,0,1,0,3.287671233,0,1
0,1,0,1,1,2.739726027,0,0
0,0,0,0,1,0.44109589,0,0
0,0,0,0,0,0.082191781,1,0
0,0,0,1,1,1.493150685,0,0
0,1,0,1,0,1.369863014,0,0
0,1,0,1,0,3.97260274,0,0
0,1,0,1,0,3.967123288,0,0
0,1,0,1,0,1,0,0
0,0,0,1,0,3.967123288,0,1
0,0,0,1,0,3.257534247,0,1
0,1,0,1,0,3.835616438,1,0
0,0,0,1,0,2.739726027,0,0
0,0,0,0,0,0.002739726,0,0
0,0,0,0,1,1.095890411,1,0
0,0,0,0,1,0,0,0
0,1,0,1,0,0.410958904,0,0
0,1,0,1,1,0.493150685,0,0
1,1,1,1,0,3.961643836,0,0
1,0,1,1,0,2.465753425,1,1
1,1,1,1,0,3.01369863,0,0
1,0,1,0,1,2.82739726,0,0
1,1,1,1,0,1.04109589,0,0
1,0,1,0,1,3.287671233,0,0
1,1,1,0,0,3.95890411,0,0
1,1,1,1,0,2.438356164,0,0
1,0,1,1,1,0.961643836,1,0
1,0,1,1,1,0,0,0
1,0,0,1,0,3.01369863,0,0
1,0,1,1,0,3.961643836,0,0
1,0,1,1,1,1,0,0
1,1,1,1,1,0.008219178,0,0
1,0,0,1,1,2.465753425,0,0
1,0,1,1,1,1.663013699,0,0
1,1,1,1,0,3.287671233,0,0
1,0,1,1,0,2.465753425,0,0
1,1,1,0,0,3.561643836,0,0
1,1,0,1,0,3.961643836,0,0
1,0,1,1,1,1.808219178,0,1
1,1,1,1,0,3.835616438,0,1
1,0,1,1,0,3.961643836,0,0
1,1,1,1,0,0.961643836,0,0
1,0,1,1,1,2.739726027,0,0
1,1,1,1,1,2.739726027,0,0
1,0,0,1,1,0,1,0
1,1,1,1,0,3.287671233,0,0
1,1,1,1,1,2.263013699,0,0
1,0,1,1,0,0.821917808,0,1
1,1,1,1,0,0.709589041,0,0
1,1,1,1,1,0.630136986,0,0
1,0,1,0,0,1.424657534,1,1
1,1,1,1,0,1.534246575,0,0
1,0,0,1,1,2.38630137,0,0
1,0,0,1,0,1.495890411,0,1
1,0,0,0,0,0,0,0
1,1,1,1,0,3.961643836,1,0
1,1,1,1,0,4.931506849,0,0
1,1,1,1,0,3.287671233,1,0
1,0,1,1,0,2.506849315,1,0
1,0,1,0,0,2.465753425,0,0
1,1,1,1,0,0,0,0
1,1,0,1,0,2.739726027,0,0
1,1,1,1,0,3.843835616,0,0
1,0,1,1,1,1.369863014,0,0
1,1,1,1,0,3.287671233,0,0
1,1,1,1,0,1.553424658,0,0
1,0,1,1,0,2.109589041,0,0
1,1,1,1,1,1.493150685,0,0
1,1,1,1,0,3.136986301,0,0
1,1,1,1,1,2.320547945,0,0
1,0,1,0,1,1.495890411,0,0
1,1,1,1,0,3.01369863,0,0
1,1,1,1,0,3.561643836,0,0
1,0,1,0,0,0,0,0
1,0,0,0,1,3.961643836,0,0
1,1,1,1,0,3.835616438,0,0
1,0,1,1,1,1.369863014,0,0
1,1,1,1,1,1.369863014,0,0
1,1,1,1,0,0.821917808,0,0
1,0,1,1,1,1.04109589,0,0
1,1,1,1,0,1,1,0
1,0,1,0,1,2.515068493,0,0
1,1,1,1,0,1.506849315,0,0
1,1,1,1,1,2.356164384,0,0
1,1,1,1,0,2.353424658,0,0
1,1,1,1,1,3.287671233,0,0
1,1,1,0,0,3.84109589,0,0
1,0,1,0,0,1.643835616,0,1
1,1,1,1,0,3.961643836,0,0
1,0,1,1,0,1.150684932,0,0
1,0,1,1,1,3.961643836,0,0
1,0,0,0,1,1.369863014,1,1
1,0,1,1,0,0.010958904,0,0
1,1,0,0,0,2.306849315,0,0
1,1,1,0,1,0.249315068,1,0
1,1,1,1,0,1.073972603,0,1
1,0,1,1,1,1.232876712,0,0
1,0,1,1,0,1.97260274,0,0
1,0,1,1,1,2.389041096,0,0
1,1,1,1,1,1.232876712,0,0
1,1,1,1,0,3.287671233,0,0
1,1,1,1,0,3.961643836,1,0
1,1,1,1,0,2.739726027,0,0
1,0,0,1,1,1.369863014,0,0
1,1,1,1,0,0,0,0
1,1,1,1,1,0.008219178,0,0
1,1,1,1,1,0.821917808,0,0
1,1,1,1,0,0.010958904,1,1
1,1,1,1,1,3.561643836,0,0
1,0,1,0,1,0.164383562,0,1
1,1,1,1,1,1.890410959,0,0
1,1,1,1,0,1.298630137,0,0
1,1,0,1,0,3.843835616,0,0
1,0,1,0,0,1.331506849,1,0
1,1,1,1,0,3.961643836,0,0
1,1,1,1,1,3.01369863,1,0
1,1,0,1,1,1.315068493,0,1
1,1,1,1,0,3.961643836,0,0
1,1,1,1,1,3.287671233,0,0
1,0,0,1,0,2,0,1
1,1,1,1,0,0.575342466,0,0
1,1,1,0,1,3.961643836,0,0
1,1,1,1,0,1.646575342,0,1
1,0,1,0,1,1.493150685,0,0
1,1,1,1,0,3.090410959,1,0
1,1,1,1,0,3.97260274,0,0
1,1,1,1,0,1.369863014,1,0
1,1,1,1,0,2.802739726,0,1
1,1,1,1,0,2.602739726,0,0
1,1,1,1,0,3.961643836,0,0
1,1,0,1,0,3.961643836,0,1
1,0,1,1,0,0.002739726,0,0
1,0,0,1,1,1,0,0
1,1,1,0,1,1,0,0
1,1,1,1,0,3.961643836,0,1
1,1,1,1,1,0.410958904,0,0
1,1,1,1,0,1.917808219,1,0
1,0,1,1,0,3.835616438,0,1
1,1,1,1,0,1.917808219,0,0
1,1,1,1,0,3.835616438,0,0
1,1,0,1,0,1.095890411,0,0
1,1,1,1,1,0.95890411,0,0
1,1,1,1,0,3.835616438,0,0
1,1,1,1,0,3.191780822,0,0
1,1,1,1,0,3.287671233,0,0
1,1,1,1,0,3.961643836,0,0
1,0,1,0,1,1.493150685,0,0
1,0,1,1,1,0,0,0
1,1,1,1,0,0.547945205,0,0
1,1,1,1,0,3.561643836,0,0
1,0,1,0,0,3.410958904,0,0
1,1,0,1,0,2.150684932,0,0
1,1,1,1,0,3.961643836,0,0
1,1,1,1,1,0.380821918,0,0
1,1,1,0,1,2.504109589,0,1
1,1,1,1,0,1.369863014,0,0
1,0,1,1,1,0.005479452,1,0
1,1,0,1,0,2.487671233,0,0
1,0,1,1,1,1.04109589,1,0
1,0,1,0,1,0.821917808,0,0
1,1,1,1,0,3.01369863,0,1
1,0,1,1,0,3.835616438,0,1
1,1,1,1,1,3.01369863,0,0
1,1,1,1,0,3.01369863,0,0
1,1,1,1,1,0.547945205,0,0
1,1,0,1,1,1.369863014,0,0
1,1,0,1,1,0.547945205,0,0
1,0,1,1,0,2.191780822,0,0
1,1,1,1,0,1.550684932,0,1
1,1,1,1,0,1.643835616,0,0
1,1,1,1,0,2.531506849,0,0
1,1,1,1,0,3.561643836,0,1
1,0,1,1,1,0.008219178,0,0
1,0,1,0,0,0.95890411,1,0
1,1,0,1,1,1.369863014,0,0
1,0,1,1,1,3.090410959,0,0
1,1,1,1,0,1.506849315,1,0
1,1,1,1,1,1.706849315,0,0
1,0,1,1,0,0,0,0
1,1,1,1,0,3.961643836,0,0
1,1,1,1,0,3.961643836,0,1
1,1,1,1,0,1.369863014,1,0
1,1,1,1,0,3.961643836,1,0
1,0,1,1,0,1.917808219,0,0
1,1,1,1,0,2.465753425,1,0
1,1,1,1,1,2.391780822,0,0
1,0,1,1,0,3.446575342,0,0
1,0,0,1,1,3.01369863,0,0
1,1,1,1,0,0.739726027,1,0
1,1,1,1,0,3.01369863,0,0
1,1,1,1,0,2.97260274,0,0
1,0,1,1,0,0.547945205,1,0
1,0,1,1,0,0.328767123,0,0
1,1,1,1,1,1.643835616,0,0
1,1,1,1,1,1.643835616,1,0
1,0,1,1,0,3.84109589,0,1
1,0,1,1,1,0.005479452,0,1
1,0,0,1,0,3.961643836,0,0
1,1,1,1,0,0.821917808,0,1
1,1,1,1,1,1.534246575,0,0
1,0,0,1,1,1.712328767,0,0
1,1,1,1,0,4.109589041,0,0
1,0,0,1,0,1.369863014,0,0
1,0,1,1,0,0.961643836,0,0
1,1,1,1,0,3.326027397,1,0
1,1,1,1,1,3.561643836,0,0
1,0,0,1,1,1,0,0
1,0,0,1,1,1.506849315,0,0
1,0,1,1,0,3,1,0
1,1,1,1,0,1.98630137,0,1
1,1,0,1,0,2.136986301,0,0
1,1,1,1,0,0.008219178,0,0
1,1,1,1,0,1.369863014,0,0
1,0,1,1,1,1.095890411,0,0
1,0,1,1,0,1.369863014,0,1
1,0,1,1,1,1.534246575,0,0
1,0,1,1,0,1,0,0
1,1,1,1,1,0.246575342,0,0
1,0,1,0,1,3.835616438,0,1
1,1,1,1,1,3.835616438,0,0
1,0,1,1,1,0.931506849,0,0
1,1,1,1,0,2.739726027,0,0
1,1,1,1,0,2.465753425,1,0
1,1,1,1,1,0,0,1
1,0,0,0,1,1.506849315,0,0
1,1,1,1,0,1.821917808,0,0
1,0,1,0,0,2.191780822,0,0
1,1,1,1,0,3.95890411,0,0
1,0,1,1,0,3.947945205,0,1
1,1,1,1,0,3.287671233,0,0
1,1,1,1,1,3.150684932,1,1
1,0,1,1,1,2.739726027,0,0
1,1,0,1,1,1.97260274,0,0
1,1,1,0,0,3.961643836,1,1
1,1,1,1,0,3.484931507,1,1
1,1,1,1,0,1.643835616,0,1
1,0,1,1,1,3.01369863,0,0
1,1,1,1,0,2.739726027,0,0
1,1,1,1,1,1.095890411,0,0
1,1,1,1,0,1.660273973,0,0
1,0,1,1,1,3.410958904,0,0
1,1,1,1,0,1.369863014,0,0
1,1,1,1,0,2.191780822,0,1
1,0,1,1,0,2.739726027,0,0
1,1,1,1,0,3.01369863,0,0
1,0,1,1,1,1.643835616,0,0
1,0,1,0,1,1.495890411,0,0
1,0,0,0,1,0.208219178,0,1
1,1,1,1,0,2.128767123,0,0
1,1,1,1,0,1.493150685,1,0
1,0,0,1,1,2.153424658,0,1
1,0,1,1,1,3.835616438,0,0
1,1,1,1,0,1.917808219,0,0
1,1,1,1,0,0.010958904,0,0
1,0,1,0,1,0.698630137,1,0
1,1,1,1,0,3.249315068,0,0
1,0,1,1,1,2.369863014,0,0
1,1,0,1,0,3.117808219,1,0
1,1,1,1,0,1.643835616,0,0
1,1,1,1,1,1,0,0
1,1,1,1,1,1.095890411,0,0
1,1,1,1,0,3.561643836,0,0
1,1,1,1,0,0.912328767,0,0
1,0,0,1,1,3.961643836,0,0
1,0,1,1,0,3.287671233,1,0
1,0,1,1,0,3.835616438,0,0
1,0,0,0,1,1.268493151,0,0
1,1,1,1,1,0.005479452,0,0
1,1,1,1,0,0.002739726,0,0
1,1,1,1,0,0.547945205,0,1
1,1,0,1,1,1.232876712,1,1
1,1,1,1,0,3.01369863,0,0
1,1,0,1,0,3.961643836,0,0
1,1,1,1,0,0.008219178,0,0
1,1,1,1,0,3.82739726,0,0
1,1,1,1,0,3.97260274,0,0
1,0,1,1,1,2.312328767,0,0
1,1,1,1,0,3.17260274,0,0
1,1,1,1,0,3.01369863,0,0
1,0,0,1,1,1.369863014,0,0
1,1,1,1,0,2.465753425,0,0
1,0,1,1,0,1.369863014,0,0
1,0,1,0,1,0.931506849,1,0
1,1,1,0,1,0.547945205,0,0
1,0,1,1,0,1.917808219,0,0
1,0,0,1,0,1.369863014,0,0
1,0,1,1,1,0.164383562,1,0
1,1,1,1,0,2.739726027,1,1
1,0,1,1,0,2.191780822,0,0
1,0,1,1,1,0.082191781,0,0
1,0,1,1,0,2.739726027,0,0
1,1,1,1,0,2.989041096,1,0
1,0,0,0,1,1.268493151,0,0
1,1,1,1,0,3.150684932,1,0
1,0,1,1,1,3.287671233,0,0
